"","experimentPhase","trialnum","subject","task","noisePercent","targetLeftRightIfOne","answerPos0","answer0","response0","correct0","responsePosRelative0","answerPos1","answer1","response1","correct1","responsePosRelative1","timingBlips"
"501","main",500,"yxuuh cnbc","T1T2",1,"left",11,"K","Z",0,13,11,"Z","M",0,14,0
"502","main",501,"yxuuh cnbc","T1",1,"right",7,"R","X",0,-1,NA,"NaN","NaN",NA,NA,0
"503","main",502,"yxuuh cnbc","T1",1,"left",11,"M","M",1,0,NA,"NaN","NaN",NA,NA,0
"504","main",503,"yxuuh cnbc","T1",1,"right",13,"D","B",0,1,NA,"NaN","NaN",NA,NA,0
"505","main",504,"yxuuh cnbc","T1",1,"left",13,"P","P",1,0,NA,"NaN","NaN",NA,NA,0
"506","main",505,"yxuuh cnbc","T1T2",1,"right",15,"Q","Z",0,10,15,"Z","Q",0,7,0
"507","main",506,"yxuuh cnbc","T1T2",1,"right",11,"J","J",1,0,11,"X","B",0,-10,0
"508","main",507,"yxuuh cnbc","T1",1,"right",11,"A","X",0,1,NA,"NaN","NaN",NA,NA,0
"509","main",508,"yxuuh cnbc","T1",1,"left",15,"D","D",1,0,NA,"NaN","NaN",NA,NA,0
"510","main",509,"yxuuh cnbc","T1",1,"right",9,"R","P",0,-1,NA,"NaN","NaN",NA,NA,0
"511","main",510,"yxuuh cnbc","T1T2",1,"right",9,"H","M",0,-5,9,"F","K",0,-1,0
"512","main",511,"yxuuh cnbc","T1",1,"left",17,"G","D",0,1,NA,"NaN","NaN",NA,NA,0
"513","main",512,"yxuuh cnbc","T1T2",1,"right",15,"Z","D",0,1,15,"L","J",0,-6,0
"514","main",513,"yxuuh cnbc","T1",1,"left",13,"Z","X",0,-2,NA,"NaN","NaN",NA,NA,0
"515","main",514,"yxuuh cnbc","T1",1,"left",15,"M","M",1,0,NA,"NaN","NaN",NA,NA,0
"516","main",515,"yxuuh cnbc","T1T2",1,"left",7,"Y","T",0,1,7,"L","M",0,1,0
"517","main",516,"yxuuh cnbc","T1",1,"right",17,"U","K",0,-1,NA,"NaN","NaN",NA,NA,0
"518","main",517,"yxuuh cnbc","T1",1,"left",9,"X","X",1,0,NA,"NaN","NaN",NA,NA,0
"519","main",518,"yxuuh cnbc","T1T2",1,"left",9,"H","S",0,-2,9,"G","K",0,4,0
"520","main",519,"yxuuh cnbc","T1T2",1,"right",9,"C","C",1,0,9,"F","P",0,1,0
"521","main",520,"yxuuh cnbc","T1T2",1,"left",13,"W","W",1,0,13,"X","X",1,0,0
"522","main",521,"yxuuh cnbc","T1",1,"right",13,"W","W",1,0,NA,"NaN","NaN",NA,NA,0
"523","main",522,"yxuuh cnbc","T1T2",1,"right",7,"F","H",0,11,7,"H","M",0,-4,0
"524","main",523,"yxuuh cnbc","T1T2",1,"left",15,"Z","K",0,1,15,"S","S",1,0,0
"525","main",524,"yxuuh cnbc","T1",1,"right",17,"M","M",1,0,NA,"NaN","NaN",NA,NA,0
"526","main",525,"yxuuh cnbc","T1T2",1,"right",11,"R","R",1,0,11,"U","U",1,0,0
"527","main",526,"yxuuh cnbc","T1T2",1,"left",9,"K","K",1,0,9,"Y","M",0,-2,0
"528","main",527,"yxuuh cnbc","T1T2",1,"left",7,"W","X",0,14,7,"E","M",0,11,0
"529","main",528,"yxuuh cnbc","T1",1,"right",15,"E","E",1,0,NA,"NaN","NaN",NA,NA,0
"530","main",529,"yxuuh cnbc","T1T2",1,"left",15,"E","X",0,-6,15,"X","Y",0,-9,0
"531","main",530,"yxuuh cnbc","T1T2",1,"left",15,"X","M",0,-10,15,"M","X",0,-5,0
"532","main",531,"yxuuh cnbc","T1",1,"right",9,"Q","Q",1,0,NA,"NaN","NaN",NA,NA,0
"533","main",532,"yxuuh cnbc","T1",1,"left",13,"W","W",1,0,NA,"NaN","NaN",NA,NA,0
"534","main",533,"yxuuh cnbc","T1",1,"right",17,"Q","Q",1,0,NA,"NaN","NaN",NA,NA,0
"535","main",534,"yxuuh cnbc","T1",1,"left",7,"E","E",1,0,NA,"NaN","NaN",NA,NA,0
"536","main",535,"yxuuh cnbc","T1T2",1,"right",7,"H","E",0,6,7,"F","T",0,1,0
"537","main",536,"yxuuh cnbc","T1",1,"right",11,"V","V",1,0,NA,"NaN","NaN",NA,NA,0
"538","main",537,"yxuuh cnbc","T1T2",1,"right",15,"F","Y",0,9,15,"Y","M",0,-8,0
"539","main",538,"yxuuh cnbc","T1",1,"right",9,"C","C",1,0,NA,"NaN","NaN",NA,NA,0
"540","main",539,"yxuuh cnbc","T1T2",1,"right",7,"G","V",0,9,7,"V","A",0,2,0
"541","main",540,"yxuuh cnbc","T1",1,"right",7,"W","W",1,0,NA,"NaN","NaN",NA,NA,0
"542","main",541,"yxuuh cnbc","T1T2",1,"left",7,"S","C",0,10,7,"C","X",0,6,0
"543","main",542,"yxuuh cnbc","T1T2",1,"left",9,"I","J",0,15,9,"J","I",0,3,0
"544","main",543,"yxuuh cnbc","T1",1,"right",7,"C","V",0,1,NA,"NaN","NaN",NA,NA,0
"545","main",544,"yxuuh cnbc","T1",1,"left",11,"J","M",0,-3,NA,"NaN","NaN",NA,NA,0
"546","main",545,"yxuuh cnbc","T1",1,"right",13,"G","E",0,-1,NA,"NaN","NaN",NA,NA,0
"547","main",546,"yxuuh cnbc","T1T2",1,"left",11,"B","B",1,0,11,"A","X",0,-2,0
"548","main",547,"yxuuh cnbc","T1T2",1,"right",11,"V","J",0,6,11,"I","M",0,-10,0
"549","main",548,"yxuuh cnbc","T1",1,"right",11,"Z","Z",1,0,NA,"NaN","NaN",NA,NA,0
"550","main",549,"yxuuh cnbc","T1",1,"left",7,"K","K",1,0,NA,"NaN","NaN",NA,NA,0
"551","main",550,"yxuuh cnbc","T1T2",1,"right",11,"H","H",1,0,11,"V","V",1,0,0
"552","main",551,"yxuuh cnbc","T1",1,"right",17,"K","X",0,-16,NA,"NaN","NaN",NA,NA,0
"553","main",552,"yxuuh cnbc","T1",1,"left",15,"T","T",1,0,NA,"NaN","NaN",NA,NA,0
"554","main",553,"yxuuh cnbc","T1T2",1,"left",7,"J","B",0,1,7,"N","M",0,5,0
"555","main",554,"yxuuh cnbc","T1T2",1,"left",17,"K","K",1,0,17,"L","M",0,-6,0
"556","main",555,"yxuuh cnbc","T1",1,"left",11,"J","J",1,0,NA,"NaN","NaN",NA,NA,0
"557","main",556,"yxuuh cnbc","T1",1,"left",17,"X","X",1,0,NA,"NaN","NaN",NA,NA,0
"558","main",557,"yxuuh cnbc","T1T2",1,"right",13,"Z","Z",1,0,13,"W","M",0,-3,0
"559","main",558,"yxuuh cnbc","T1T2",1,"right",9,"S","S",1,0,9,"T","J",0,-1,0
"560","main",559,"yxuuh cnbc","T1",1,"right",13,"G","Q",0,-1,NA,"NaN","NaN",NA,NA,0
"561","main",560,"yxuuh cnbc","T1T2",1,"right",17,"U","J",0,-2,17,"I","J",0,-12,0
"562","main",561,"yxuuh cnbc","T1T2",1,"right",17,"K","A",0,1,17,"O","D",0,1,0
"563","main",562,"yxuuh cnbc","T1",1,"left",17,"M","M",1,0,NA,"NaN","NaN",NA,NA,0
"564","main",563,"yxuuh cnbc","T1",1,"left",13,"Q","M",0,2,NA,"NaN","NaN",NA,NA,0
"565","main",564,"yxuuh cnbc","T1T2",1,"left",13,"J","J",1,0,13,"G","A",0,-11,0
"566","main",565,"yxuuh cnbc","T1T2",1,"left",13,"Z","A",0,1,13,"L","L",1,0,0
"567","main",566,"yxuuh cnbc","T1",1,"left",9,"T","T",1,0,NA,"NaN","NaN",NA,NA,0
"568","main",567,"yxuuh cnbc","T1",1,"right",15,"P","P",1,0,NA,"NaN","NaN",NA,NA,0
"569","main",568,"yxuuh cnbc","T1",1,"left",15,"I","C",0,1,NA,"NaN","NaN",NA,NA,0
"570","main",569,"yxuuh cnbc","T1T2",1,"right",9,"O","M",0,1,9,"E","D",0,1,0
"571","main",570,"yxuuh cnbc","T1T2",1,"right",13,"K","M",0,-5,13,"T","J",0,2,0
"572","main",571,"yxuuh cnbc","T1T2",1,"right",15,"H","H",1,0,15,"O","O",1,0,0
"573","main",572,"yxuuh cnbc","T1",1,"left",9,"F","Z",0,1,NA,"NaN","NaN",NA,NA,0
"574","main",573,"yxuuh cnbc","T1T2",1,"left",17,"O","X",0,1,17,"V","V",1,0,0
"575","main",574,"yxuuh cnbc","T1T2",1,"left",9,"L","X",0,12,9,"Q","W",0,9,0
"576","main",575,"yxuuh cnbc","T1T2",1,"left",11,"R","M",0,-4,11,"N","X",0,-8,0
"577","main",576,"yxuuh cnbc","T1T2",1,"left",9,"X","K",0,2,9,"H","P",0,8,0
"578","main",577,"yxuuh cnbc","T1",1,"right",15,"Q","A",0,2,NA,"NaN","NaN",NA,NA,0
"579","main",578,"yxuuh cnbc","T1",1,"left",15,"E","S",0,1,NA,"NaN","NaN",NA,NA,0
"580","main",579,"yxuuh cnbc","T1",1,"left",9,"D","D",1,0,NA,"NaN","NaN",NA,NA,0
"581","main",580,"yxuuh cnbc","T1T2",1,"left",11,"G","D",0,1,11,"W","U",0,1,0
"582","main",581,"yxuuh cnbc","T1T2",1,"left",9,"T","K",0,2,9,"K","B",0,-1,0
"583","main",582,"yxuuh cnbc","T1T2",1,"left",7,"H","F",0,-2,7,"L","B",0,4,0
"584","main",583,"yxuuh cnbc","T1",1,"left",11,"Y","X",0,-1,NA,"NaN","NaN",NA,NA,0
"585","main",584,"yxuuh cnbc","T1",1,"left",17,"M","M",1,0,NA,"NaN","NaN",NA,NA,0
"586","main",585,"yxuuh cnbc","T1",1,"right",13,"F","B",0,1,NA,"NaN","NaN",NA,NA,0
"587","main",586,"yxuuh cnbc","T1T2",1,"right",13,"E","X",0,9,13,"W","M",0,6,0
"588","main",587,"yxuuh cnbc","T1T2",1,"right",9,"W","W",1,0,9,"I","S",0,2,0
"589","main",588,"yxuuh cnbc","T1",1,"left",9,"B","B",1,0,NA,"NaN","NaN",NA,NA,0
"590","main",589,"yxuuh cnbc","T1T2",1,"left",15,"H","P",0,-10,15,"U","U",1,0,0
"591","main",590,"yxuuh cnbc","T1",1,"right",7,"W","V",0,-4,NA,"NaN","NaN",NA,NA,0
"592","main",591,"yxuuh cnbc","T1T2",1,"right",17,"L","I",0,-14,17,"I","L",0,-8,0
"593","main",592,"yxuuh cnbc","T1",1,"right",11,"B","B",1,0,NA,"NaN","NaN",NA,NA,0
"594","main",593,"yxuuh cnbc","T1",1,"left",11,"W","W",1,0,NA,"NaN","NaN",NA,NA,0
"595","main",594,"yxuuh cnbc","T1",1,"right",9,"B","B",1,0,NA,"NaN","NaN",NA,NA,0
"596","main",595,"yxuuh cnbc","T1",1,"right",17,"V","V",1,0,NA,"NaN","NaN",NA,NA,0
"597","main",596,"yxuuh cnbc","T1T2",1,"left",15,"V","O",0,1,15,"O","V",0,10,0
"598","main",597,"yxuuh cnbc","T1T2",1,"left",17,"E","A",0,1,17,"L","O",0,2,0
"599","main",598,"yxuuh cnbc","T1T2",1,"right",11,"G","M",0,12,11,"M","G",0,4,0
"600","main",599,"yxuuh cnbc","T1T2",1,"left",13,"P","O",0,-12,13,"B","M",0,6,0
"601","main",600,"yxuuh cnbc","T1",1,"right",9,"M","X",0,1,NA,"NaN","NaN",NA,NA,0
"602","main",601,"yxuuh cnbc","T1T2",1,"left",7,"P","Y",0,1,7,"C","P",0,1,0
"603","main",602,"yxuuh cnbc","T1T2",1,"left",11,"R","X",0,-10,11,"W","O",0,12,0
"604","main",603,"yxuuh cnbc","T1T2",1,"right",11,"F","P",0,-11,11,"I","I",1,0,0
"605","main",604,"yxuuh cnbc","T1",1,"right",11,"P","P",1,0,NA,"NaN","NaN",NA,NA,0
"606","main",605,"yxuuh cnbc","T1T2",1,"right",15,"L","S",0,1,15,"M","L",0,-5,0
"607","main",606,"yxuuh cnbc","T1T2",1,"left",17,"R","I",0,3,17,"C","X",0,-7,0
"608","main",607,"yxuuh cnbc","T1",1,"left",17,"O","D",0,2,NA,"NaN","NaN",NA,NA,0
"609","main",608,"yxuuh cnbc","T1",1,"left",13,"Q","Q",1,0,NA,"NaN","NaN",NA,NA,0
"610","main",609,"yxuuh cnbc","T1",1,"left",7,"X","U",0,1,NA,"NaN","NaN",NA,NA,0
"611","main",610,"yxuuh cnbc","T1T2",1,"left",13,"R","M",0,-6,13,"M","R",0,3,0
"612","main",611,"yxuuh cnbc","T1T2",1,"right",9,"K","A",0,1,9,"G","X",0,-6,0
"613","main",612,"yxuuh cnbc","T1",1,"left",13,"G","G",1,0,NA,"NaN","NaN",NA,NA,0
"614","main",613,"yxuuh cnbc","T1",1,"left",15,"C","G",0,-2,NA,"NaN","NaN",NA,NA,0
"615","main",614,"yxuuh cnbc","T1T2",1,"right",17,"O","D",0,8,17,"Y","X",0,5,0
"616","main",615,"yxuuh cnbc","T1",1,"left",7,"V","Y",0,-7,NA,"NaN","NaN",NA,NA,0
"617","main",616,"yxuuh cnbc","T1",1,"right",15,"J","J",1,0,NA,"NaN","NaN",NA,NA,0
"618","main",617,"yxuuh cnbc","T1",1,"right",13,"W","W",1,0,NA,"NaN","NaN",NA,NA,0
"619","main",618,"yxuuh cnbc","T1",1,"right",17,"X","X",1,0,NA,"NaN","NaN",NA,NA,0
"620","main",619,"yxuuh cnbc","T1T2",1,"right",7,"O","Q",0,1,7,"T","P",0,10,0
"621","main",620,"yxuuh cnbc","T1T2",1,"right",13,"X","X",1,0,13,"C","P",0,8,0
"622","main",621,"yxuuh cnbc","T1T2",1,"right",15,"E","W",0,9,15,"W","E",0,-15,0
"623","main",622,"yxuuh cnbc","T1",1,"right",7,"L","S",0,1,NA,"NaN","NaN",NA,NA,0
"624","main",623,"yxuuh cnbc","T1T2",1,"right",7,"L","S",0,-5,7,"S","X",0,-2,0
